career,programming_concept_percentage,communication_skills_percentage,hours_working_per_day,hackathons,coding_skills_rating,public_speaking_points,self_learning_capability,certifications,workshops,interested_subjects,interested_career_area,company_type
Robotics Engineer,77,61,7,1,8,7,9,3,3,"['Robotics', 'AI/ML', 'Mobile Development']","['Technology', 'Research']",Product
Robotics Engineer,84,68,6,1,8,7,9,3,3,['AI/ML'],"['Technology', 'Research']",MNC
Robotics Engineer,75,82,7,2,8,6,9,3,4,"['AI/ML', 'Robotics']","['Research', 'Technology']",Product
Robotics Engineer,69,82,7,1,8,6,8,2,5,"['AI/ML', 'Robotics']",['Technology'],Product
Robotics Engineer,66,84,6,2,7,6,9,3,5,"['Mobile Development', 'Robotics']","['Research', 'Technology']",Product
Robotics Engineer,74,76,6,1,8,5,8,2,5,"['Robotics', 'AI/ML', 'Mobile Development']",['Technology'],MNC
Robotics Engineer,91,69,6,3,7,5,9,2,3,['Mobile Development'],"['Research', 'Technology']",Product
Robotics Engineer,72,58,8,1,7,6,8,3,5,"['AI/ML', 'Mobile Development', 'Robotics']",['Research'],Product
Robotics Engineer,85,61,8,3,7,6,8,2,3,"['Robotics', 'AI/ML', 'Mobile Development']","['Research', 'Technology']",MNC
Robotics Engineer,78,68,8,2,7,7,9,2,5,['Robotics'],['Technology'],Product
Robotics Engineer,71,82,7,1,8,6,9,2,5,['AI/ML'],['Technology'],Product
Robotics Engineer,81,67,7,2,8,5,8,3,3,"['Mobile Development', 'AI/ML']",['Technology'],MNC
Robotics Engineer,88,55,8,3,7,8,8,2,4,"['Mobile Development', 'AI/ML', 'Robotics']",['Technology'],Product
Robotics Engineer,78,63,7,2,8,7,8,2,5,"['AI/ML', 'Robotics']","['Technology', 'Research']",MNC
Robotics Engineer,73,71,6,3,7,5,8,2,5,['AI/ML'],"['Research', 'Technology']",Product
Robotics Engineer,84,56,8,3,8,7,9,3,4,"['AI/ML', 'Robotics']","['Research', 'Technology']",MNC
Robotics Engineer,70,63,8,2,8,6,9,3,3,"['Robotics', 'Mobile Development']",['Research'],MNC
Robotics Engineer,67,67,7,2,7,7,9,3,4,"['Mobile Development', 'Robotics']",['Research'],MNC
Robotics Engineer,90,69,7,2,7,6,9,3,3,"['Robotics', 'AI/ML', 'Mobile Development']",['Technology'],MNC
Robotics Engineer,79,76,6,1,7,8,9,3,5,"['Robotics', 'AI/ML', 'Mobile Development']",['Research'],Product
AI/ML Engineer,68,63,6,1,7,5,8,3,5,['Data Science'],['Technology'],Product
AI/ML Engineer,82,81,7,2,8,6,9,2,3,"['AI/ML', 'Robotics']",['Technology'],Product
AI/ML Engineer,75,65,6,1,7,8,9,2,5,"['Robotics', 'Data Science']",['Research'],MNC
AI/ML Engineer,89,77,6,1,8,8,8,3,4,"['AI/ML', 'Robotics', 'Data Science']",['Research'],MNC
AI/ML Engineer,87,76,7,3,8,5,8,3,4,"['Robotics', 'AI/ML']","['Technology', 'Research']",Product
AI/ML Engineer,88,63,7,1,7,6,8,2,4,"['AI/ML', 'Robotics']","['Technology', 'Research']",MNC
AI/ML Engineer,72,82,7,3,8,6,9,2,4,['AI/ML'],"['Technology', 'Research']",Product
AI/ML Engineer,94,64,8,2,8,5,9,3,4,['Data Science'],['Technology'],MNC
AI/ML Engineer,73,66,8,3,7,8,8,2,3,['Data Science'],['Technology'],MNC
AI/ML Engineer,71,84,8,3,8,5,9,3,3,"['Data Science', 'AI/ML']",['Technology'],MNC
AI/ML Engineer,84,64,7,3,7,7,9,2,4,"['Data Science', 'Robotics']",['Technology'],Product
AI/ML Engineer,79,59,6,2,7,8,9,3,3,"['Robotics', 'AI/ML', 'Data Science']",['Technology'],Product
AI/ML Engineer,73,65,7,3,7,5,8,2,3,['Robotics'],"['Technology', 'Research']",MNC
AI/ML Engineer,78,58,7,2,8,5,8,3,5,['Robotics'],"['Technology', 'Research']",Product
AI/ML Engineer,67,64,7,1,8,7,8,2,3,"['Data Science', 'AI/ML', 'Robotics']","['Technology', 'Research']",MNC
AI/ML Engineer,84,70,6,1,7,8,8,3,5,"['AI/ML', 'Data Science']",['Research'],Product
AI/ML Engineer,90,55,8,3,8,5,8,3,4,"['AI/ML', 'Data Science']","['Research', 'Technology']",Product
AI/ML Engineer,89,79,7,1,8,6,9,2,3,"['Data Science', 'AI/ML', 'Robotics']",['Research'],Product
AI/ML Engineer,94,70,7,2,8,5,9,2,4,"['Robotics', 'AI/ML']",['Technology'],MNC
AI/ML Engineer,68,74,7,2,7,8,8,3,4,"['Robotics', 'Data Science']","['Research', 'Technology']",MNC
AI/ML Engineer,94,67,6,3,8,6,8,2,5,"['Data Science', 'Robotics', 'AI/ML']","['Technology', 'Research']",MNC
AI/ML Engineer,82,79,7,1,8,8,9,3,4,['Data Science'],['Technology'],Product
AI/ML Engineer,65,65,6,3,8,8,8,3,3,"['AI/ML', 'Data Science', 'Robotics']",['Technology'],Product
AI/ML Engineer,65,76,7,1,7,8,8,3,5,"['AI/ML', 'Data Science', 'Robotics']","['Research', 'Technology']",Product
AI/ML Engineer,87,68,6,3,7,5,8,3,5,"['Data Science', 'AI/ML', 'Robotics']","['Technology', 'Research']",MNC
AI/ML Engineer,84,75,6,3,7,6,9,3,5,"['Data Science', 'Robotics', 'AI/ML']",['Research'],Product
AI/ML Engineer,83,68,7,3,8,7,9,3,4,"['AI/ML', 'Data Science']","['Research', 'Technology']",Product
AI/ML Engineer,76,58,8,1,7,6,8,3,3,"['AI/ML', 'Data Science', 'Robotics']","['Technology', 'Research']",MNC
AI/ML Engineer,68,69,7,3,8,7,9,3,4,['Data Science'],['Technology'],Product
AI/ML Engineer,90,56,8,1,7,6,8,2,4,"['Robotics', 'AI/ML', 'Data Science']",['Research'],Product
AI/ML Engineer,68,63,6,1,8,5,9,2,4,"['Robotics', 'Data Science']",['Research'],MNC
AI/ML Engineer,80,71,8,3,8,8,9,3,4,"['AI/ML', 'Data Science', 'Robotics']","['Research', 'Technology']",Product
AI/ML Engineer,73,71,7,3,8,6,9,2,3,"['AI/ML', 'Data Science']","['Research', 'Technology']",MNC
AI/ML Engineer,84,80,7,2,7,8,8,2,5,['Data Science'],"['Research', 'Technology']",MNC
AI/ML Engineer,88,62,7,2,7,7,9,3,4,"['Robotics', 'AI/ML']",['Technology'],Product
AI/ML Engineer,66,71,6,1,7,8,8,2,5,"['Data Science', 'Robotics', 'AI/ML']",['Technology'],Product
AI/ML Engineer,77,59,7,1,7,8,8,2,4,"['Data Science', 'AI/ML']","['Technology', 'Research']",MNC
AI/ML Engineer,69,66,8,1,7,5,8,3,5,"['AI/ML', 'Robotics', 'Data Science']","['Technology', 'Research']",MNC
AI/ML Engineer,87,66,6,2,7,8,8,3,4,"['Data Science', 'Robotics']","['Technology', 'Research']",MNC
AI/ML Engineer,69,66,8,2,7,7,9,3,4,['Data Science'],['Research'],Product
AI/ML Engineer,90,73,6,2,8,8,8,3,3,"['AI/ML', 'Robotics']",['Technology'],Product
AI/ML Engineer,89,78,8,2,8,7,9,3,5,"['Data Science', 'Robotics']",['Research'],MNC
AI/ML Engineer,67,62,7,3,7,8,9,2,4,['Robotics'],"['Technology', 'Research']",Product
AI/ML Engineer,83,61,7,1,7,7,8,2,3,['Robotics'],"['Technology', 'Research']",Product
AI/ML Engineer,83,65,8,3,7,7,8,2,4,"['Data Science', 'AI/ML']",['Research'],MNC
AI/ML Engineer,80,67,6,1,7,8,9,2,4,['AI/ML'],"['Research', 'Technology']",Product
AI/ML Engineer,77,71,8,2,8,7,9,3,4,"['AI/ML', 'Data Science']","['Technology', 'Research']",MNC
AI/ML Engineer,65,82,8,1,8,7,9,3,3,"['Data Science', 'AI/ML', 'Robotics']",['Research'],Product
AI/ML Engineer,87,71,8,1,7,6,9,3,3,"['AI/ML', 'Data Science']","['Research', 'Technology']",Product
AI/ML Engineer,92,80,8,3,7,7,8,3,4,['Data Science'],['Research'],MNC
AI/ML Engineer,71,74,7,1,8,8,9,2,3,"['Robotics', 'Data Science']",['Technology'],Product
AI/ML Engineer,70,65,7,1,7,6,8,2,3,"['AI/ML', 'Data Science', 'Robotics']","['Research', 'Technology']",Product
AI/ML Engineer,66,67,8,1,7,5,9,2,5,"['Robotics', 'Data Science']","['Technology', 'Research']",MNC
AI/ML Engineer,79,59,6,2,8,5,8,3,5,"['Robotics', 'Data Science']",['Research'],MNC
AI/ML Engineer,86,64,7,2,8,6,8,2,5,['Robotics'],"['Technology', 'Research']",MNC
AI/ML Engineer,92,84,8,3,7,5,8,3,5,"['Data Science', 'AI/ML', 'Robotics']",['Technology'],MNC
AI/ML Engineer,80,63,8,3,7,8,8,3,5,"['Robotics', 'AI/ML', 'Data Science']",['Research'],MNC
AI/ML Engineer,77,76,6,3,7,7,9,3,3,['Data Science'],['Research'],Product
AI/ML Engineer,88,58,6,2,8,6,8,3,5,['AI/ML'],['Technology'],MNC
AI/ML Engineer,76,79,7,2,8,6,9,2,4,"['Robotics', 'AI/ML']","['Technology', 'Research']",Product
AI/ML Engineer,66,74,8,3,8,8,8,2,3,['AI/ML'],['Technology'],MNC
AI/ML Engineer,65,62,8,3,8,6,8,2,5,"['AI/ML', 'Data Science', 'Robotics']","['Research', 'Technology']",MNC
AI/ML Engineer,91,67,6,1,7,6,8,3,4,"['Data Science', 'AI/ML']","['Research', 'Technology']",MNC
AI/ML Engineer,89,77,6,2,8,8,9,2,5,['AI/ML'],"['Technology', 'Research']",MNC
AI/ML Engineer,75,67,6,1,7,5,8,3,3,"['Data Science', 'AI/ML']","['Research', 'Technology']",MNC
AI/ML Engineer,92,62,8,1,7,5,9,3,5,"['Data Science', 'Robotics', 'AI/ML']","['Research', 'Technology']",Product
AI/ML Engineer,82,81,7,2,8,6,8,3,5,['Robotics'],"['Technology', 'Research']",MNC
AI/ML Engineer,73,56,6,1,7,5,8,2,5,['Data Science'],"['Research', 'Technology']",Product
AI/ML Engineer,70,61,8,1,7,7,8,3,3,['Robotics'],"['Technology', 'Research']",Product
AI/ML Engineer,71,57,7,3,7,6,8,3,3,['Data Science'],['Technology'],Product
AI/ML Engineer,68,61,7,1,8,7,9,2,4,"['AI/ML', 'Robotics']",['Research'],Product
AI/ML Engineer,89,55,8,1,8,5,9,3,4,"['Data Science', 'AI/ML']","['Research', 'Technology']",Product
AI/ML Engineer,67,76,7,1,8,8,9,2,5,"['Data Science', 'AI/ML']","['Research', 'Technology']",Product
AI/ML Engineer,73,69,7,1,8,8,8,2,5,"['Robotics', 'AI/ML']","['Technology', 'Research']",Product
AI/ML Engineer,69,75,7,1,8,7,9,3,4,['AI/ML'],['Technology'],Product
AI/ML Engineer,78,84,8,1,8,6,8,3,5,['Robotics'],['Technology'],Product
AI/ML Engineer,82,57,6,2,8,7,9,3,3,"['Robotics', 'Data Science']","['Technology', 'Research']",MNC
AI/ML Engineer,81,69,8,3,7,5,8,2,5,['Data Science'],"['Technology', 'Research']",Product
AI/ML Engineer,65,81,8,1,7,7,9,2,5,['Robotics'],['Technology'],MNC
AI/ML Engineer,78,82,8,3,7,6,8,2,5,"['Data Science', 'AI/ML']","['Technology', 'Research']",MNC
AI/ML Engineer,77,56,6,3,8,7,8,2,5,['Data Science'],['Technology'],Product
AI/ML Engineer,76,57,8,2,7,7,9,2,5,"['AI/ML', 'Robotics', 'Data Science']",['Research'],MNC
AI/ML Engineer,79,58,6,3,8,8,8,2,5,['Data Science'],"['Technology', 'Research']",Product
AI/ML Engineer,92,84,7,3,7,6,8,2,5,"['Robotics', 'AI/ML']",['Research'],MNC
AI/ML Engineer,74,77,8,1,7,7,8,2,5,"['AI/ML', 'Robotics']",['Technology'],Product
AI/ML Engineer,68,62,8,2,7,5,9,2,5,"['Robotics', 'Data Science', 'AI/ML']","['Research', 'Technology']",Product
AI/ML Engineer,87,65,6,1,7,5,9,3,5,"['AI/ML', 'Data Science', 'Robotics']",['Technology'],Product
AI/ML Engineer,78,65,7,1,7,6,8,2,3,"['Data Science', 'AI/ML']","['Technology', 'Research']",Product
AI/ML Engineer,66,73,6,2,7,5,8,3,5,"['Data Science', 'Robotics', 'AI/ML']",['Technology'],Product
AI/ML Engineer,87,80,6,1,7,8,8,2,3,['Data Science'],"['Research', 'Technology']",Product
AI/ML Engineer,80,56,6,1,8,6,8,3,4,"['Robotics', 'Data Science', 'AI/ML']","['Research', 'Technology']",Product
AI/ML Engineer,92,67,7,3,8,7,8,3,3,['Data Science'],"['Technology', 'Research']",Product
AI/ML Engineer,94,62,6,3,7,5,8,2,5,"['Data Science', 'AI/ML']","['Technology', 'Research']",Product
AI/ML Engineer,76,73,6,2,7,7,8,3,4,"['Robotics', 'Data Science']","['Research', 'Technology']",Product
AI/ML Engineer,81,67,7,1,8,8,9,2,5,['Robotics'],"['Technology', 'Research']",MNC
AI/ML Engineer,85,63,7,3,8,7,8,3,4,"['AI/ML', 'Robotics', 'Data Science']",['Research'],Product
AI/ML Engineer,68,81,7,2,8,6,9,2,5,['AI/ML'],['Technology'],Product
AI/ML Engineer,65,60,7,2,8,5,8,2,5,['AI/ML'],['Technology'],Product
AI/ML Engineer,87,82,7,3,8,6,9,3,3,['Data Science'],['Technology'],Product
AI/ML Engineer,73,64,8,3,7,6,9,2,3,['Robotics'],['Research'],MNC
Full Stack Developer,78,63,8,2,9,4,8,1,2,"['Cloud Computing', 'Web Development', 'Mobile Development']",['Technology'],Startup
Full Stack Developer,93,74,7,3,9,5,7,2,2,"['Mobile Development', 'Cloud Computing', 'Web Development']",['Technology'],Product
Full Stack Developer,99,69,6,2,9,6,7,1,3,['Web Development'],['Technology'],Startup
Full Stack Developer,83,75,7,3,8,6,7,1,3,"['Web Development', 'Cloud Computing']",['Technology'],Service
Full Stack Developer,93,78,7,2,8,7,7,2,2,"['Mobile Development', 'Web Development', 'Cloud Computing']",['Technology'],Product
Full Stack Developer,81,65,6,3,8,4,9,1,4,"['Cloud Computing', 'Mobile Development']",['Technology'],Startup
Full Stack Developer,89,68,6,2,8,4,7,2,4,"['Cloud Computing', 'Mobile Development', 'Web Development']",['Technology'],Startup
Full Stack Developer,98,65,9,3,9,7,8,2,3,"['Cloud Computing', 'Web Development']",['Technology'],Startup
Full Stack Developer,95,62,9,2,9,4,7,2,2,"['Mobile Development', 'Web Development', 'Cloud Computing']",['Technology'],Startup
Full Stack Developer,99,68,9,3,9,5,9,1,2,"['Mobile Development', 'Web Development']",['Technology'],Service
Full Stack Developer,93,69,9,2,9,7,7,2,3,"['Cloud Computing', 'Mobile Development', 'Web Development']",['Technology'],Product
Full Stack Developer,98,66,6,3,8,5,7,1,2,"['Web Development', 'Cloud Computing', 'Mobile Development']",['Technology'],Startup
Full Stack Developer,91,77,6,3,9,5,9,1,4,['Cloud Computing'],['Technology'],Startup
Full Stack Developer,75,66,7,2,8,5,8,2,2,"['Web Development', 'Cloud Computing', 'Mobile Development']",['Technology'],Product
Full Stack Developer,90,68,7,3,8,4,9,2,3,"['Cloud Computing', 'Web Development']",['Technology'],Startup
Full Stack Developer,87,75,8,3,9,6,9,2,3,['Mobile Development'],['Technology'],Service
Full Stack Developer,97,72,7,3,9,7,9,1,2,"['Cloud Computing', 'Mobile Development', 'Web Development']",['Technology'],Service
Full Stack Developer,77,64,9,3,9,6,8,2,3,['Web Development'],['Technology'],Service
Full Stack Developer,90,73,8,2,8,7,8,2,3,"['Web Development', 'Cloud Computing']",['Technology'],Startup
Full Stack Developer,75,61,9,1,8,7,8,2,2,"['Cloud Computing', 'Web Development']",['Technology'],Startup
Full Stack Developer,85,70,8,1,9,6,8,2,3,"['Mobile Development', 'Web Development']",['Technology'],Startup
Full Stack Developer,94,69,8,2,9,5,8,1,2,"['Web Development', 'Cloud Computing', 'Mobile Development']",['Technology'],Product
Full Stack Developer,96,79,8,3,8,7,9,2,3,"['Web Development', 'Cloud Computing']",['Technology'],Product
Full Stack Developer,98,52,6,1,9,7,8,1,2,"['Cloud Computing', 'Web Development']",['Technology'],Product
Full Stack Developer,84,65,8,3,8,7,8,1,3,"['Mobile Development', 'Web Development', 'Cloud Computing']",['Technology'],Startup
Full Stack Developer,97,53,6,2,8,4,9,1,4,"['Mobile Development', 'Cloud Computing']",['Technology'],Startup
Full Stack Developer,85,63,7,3,8,6,7,1,4,['Mobile Development'],['Technology'],Startup
Full Stack Developer,86,63,7,1,9,5,8,2,2,['Mobile Development'],['Technology'],Startup
Full Stack Developer,78,51,9,3,9,5,7,1,4,"['Mobile Development', 'Cloud Computing', 'Web Development']",['Technology'],Startup
Full Stack Developer,91,52,8,2,8,7,9,1,4,['Mobile Development'],['Technology'],Startup
Full Stack Developer,85,64,8,1,8,4,8,2,2,['Mobile Development'],['Technology'],Startup
Full Stack Developer,93,52,6,3,9,7,9,2,3,"['Mobile Development', 'Cloud Computing']",['Technology'],Startup
Full Stack Developer,92,73,6,2,8,6,8,2,2,['Web Development'],['Technology'],Product
Full Stack Developer,93,61,8,2,9,4,7,2,4,"['Mobile Development', 'Web Development']",['Technology'],Product
Full Stack Developer,83,77,6,1,9,4,7,1,4,['Cloud Computing'],['Technology'],Startup
Full Stack Developer,95,67,7,3,9,7,7,1,3,"['Cloud Computing', 'Mobile Development', 'Web Development']",['Technology'],Product
Full Stack Developer,78,75,7,2,8,7,9,2,2,['Web Development'],['Technology'],Product
Full Stack Developer,99,63,7,2,8,4,9,1,3,['Web Development'],['Technology'],Service
Full Stack Developer,92,71,8,2,8,5,8,2,3,"['Cloud Computing', 'Mobile Development', 'Web Development']",['Technology'],Startup
Full Stack Developer,86,61,8,2,9,4,8,2,2,"['Mobile Development', 'Cloud Computing', 'Web Development']",['Technology'],Product
Full Stack Developer,79,52,8,2,8,4,7,2,2,"['Mobile Development', 'Web Development']",['Technology'],Service
Full Stack Developer,90,54,8,3,8,7,8,2,4,"['Web Development', 'Mobile Development', 'Cloud Computing']",['Technology'],Service
Full Stack Developer,78,75,7,2,8,4,8,1,4,"['Web Development', 'Cloud Computing', 'Mobile Development']",['Technology'],Product
Full Stack Developer,83,66,6,3,9,7,7,1,4,"['Cloud Computing', 'Web Development', 'Mobile Development']",['Technology'],Product
Full Stack Developer,85,69,9,1,9,5,9,2,3,"['Mobile Development', 'Cloud Computing', 'Web Development']",['Technology'],Startup
Full Stack Developer,92,67,6,1,9,4,8,1,3,"['Mobile Development', 'Cloud Computing', 'Web Development']",['Technology'],Startup
Full Stack Developer,95,50,9,3,9,5,9,2,2,"['Cloud Computing', 'Mobile Development']",['Technology'],Product
Full Stack Developer,93,59,6,2,9,5,9,2,3,"['Web Development', 'Cloud Computing', 'Mobile Development']",['Technology'],Service
Full Stack Developer,94,77,6,3,9,7,9,2,4,"['Cloud Computing', 'Web Development', 'Mobile Development']",['Technology'],Service
Full Stack Developer,81,63,6,3,8,6,8,1,4,"['Cloud Computing', 'Web Development', 'Mobile Development']",['Technology'],Service
Full Stack Developer,86,73,8,2,8,5,9,2,2,"['Mobile Development', 'Cloud Computing', 'Web Development']",['Technology'],Startup
Full Stack Developer,82,58,6,3,9,7,8,2,3,"['Cloud Computing', 'Web Development', 'Mobile Development']",['Technology'],Service
Full Stack Developer,90,66,6,2,9,7,7,2,3,['Mobile Development'],['Technology'],Product
Full Stack Developer,78,67,6,2,8,7,9,2,3,"['Mobile Development', 'Web Development', 'Cloud Computing']",['Technology'],Product
Full Stack Developer,99,71,6,1,9,7,9,1,2,"['Web Development', 'Mobile Development']",['Technology'],Service
Full Stack Developer,92,61,7,2,9,7,8,1,4,"['Web Development', 'Cloud Computing', 'Mobile Development']",['Technology'],Product
Full Stack Developer,75,77,6,1,8,6,9,2,2,"['Mobile Development', 'Web Development']",['Technology'],Startup
Full Stack Developer,91,57,7,1,8,7,9,1,4,['Cloud Computing'],['Technology'],Startup
Full Stack Developer,78,66,9,3,9,5,7,1,3,"['Mobile Development', 'Cloud Computing', 'Web Development']",['Technology'],Startup
Full Stack Developer,83,59,6,1,8,4,7,1,3,"['Mobile Development', 'Web Development']",['Technology'],Product
Full Stack Developer,80,65,7,1,9,6,9,2,2,"['Cloud Computing', 'Web Development', 'Mobile Development']",['Technology'],Startup
Full Stack Developer,89,67,7,1,8,4,9,2,3,"['Cloud Computing', 'Web Development', 'Mobile Development']",['Technology'],Product
Full Stack Developer,95,77,9,3,8,7,8,2,4,['Web Development'],['Technology'],Product
Full Stack Developer,86,56,7,2,9,5,8,2,3,['Web Development'],['Technology'],Startup
Full Stack Developer,90,52,6,3,8,6,9,1,2,['Mobile Development'],['Technology'],Service
Full Stack Developer,90,68,8,1,8,7,7,2,3,"['Cloud Computing', 'Web Development', 'Mobile Development']",['Technology'],Service
Full Stack Developer,80,65,9,2,8,5,7,2,2,"['Web Development', 'Cloud Computing']",['Technology'],Service
Full Stack Developer,79,58,8,2,9,6,9,1,2,"['Cloud Computing', 'Mobile Development']",['Technology'],Service
Full Stack Developer,76,52,9,2,8,4,7,2,4,"['Cloud Computing', 'Mobile Development', 'Web Development']",['Technology'],Service
Full Stack Developer,90,70,8,3,8,7,8,2,2,['Cloud Computing'],['Technology'],Service
Full Stack Developer,92,71,8,3,9,6,8,1,4,"['Mobile Development', 'Web Development']",['Technology'],Startup
Full Stack Developer,76,79,7,3,8,7,9,1,4,['Mobile Development'],['Technology'],Service
Full Stack Developer,87,60,7,3,8,6,7,1,2,['Cloud Computing'],['Technology'],Product
Full Stack Developer,95,52,8,1,8,4,8,2,2,"['Mobile Development', 'Web Development']",['Technology'],Service
Full Stack Developer,92,60,6,3,9,5,8,1,2,['Mobile Development'],['Technology'],Product
Full Stack Developer,84,64,8,3,8,6,8,1,2,"['Web Development', 'Mobile Development']",['Technology'],Startup
Full Stack Developer,77,73,9,3,8,7,7,1,3,"['Cloud Computing', 'Web Development', 'Mobile Development']",['Technology'],Service
Full Stack Developer,99,70,8,2,9,5,7,2,2,"['Mobile Development', 'Cloud Computing']",['Technology'],Product
Full Stack Developer,76,51,7,2,8,4,9,1,4,"['Web Development', 'Cloud Computing', 'Mobile Development']",['Technology'],Service
Full Stack Developer,90,76,9,1,8,7,8,1,2,"['Web Development', 'Mobile Development', 'Cloud Computing']",['Technology'],Product
Full Stack Developer,84,77,8,2,8,6,9,1,3,"['Mobile Development', 'Web Development', 'Cloud Computing']",['Technology'],Startup
Full Stack Developer,84,62,7,2,8,5,8,2,2,"['Web Development', 'Cloud Computing']",['Technology'],Startup
Full Stack Developer,97,70,7,1,9,4,8,1,4,"['Cloud Computing', 'Web Development']",['Technology'],Product
Full Stack Developer,95,50,9,3,9,7,9,2,3,"['Mobile Development', 'Web Development']",['Technology'],Service
Full Stack Developer,97,68,9,1,8,4,9,2,2,"['Cloud Computing', 'Web Development']",['Technology'],Startup
Full Stack Developer,90,58,8,1,9,7,7,1,4,"['Web Development', 'Cloud Computing', 'Mobile Development']",['Technology'],Service
Full Stack Developer,97,59,7,1,9,6,8,1,3,"['Cloud Computing', 'Web Development', 'Mobile Development']",['Technology'],Product
Full Stack Developer,77,65,8,1,8,6,7,1,3,"['Web Development', 'Mobile Development', 'Cloud Computing']",['Technology'],Startup
Full Stack Developer,85,73,9,2,9,5,9,1,4,['Web Development'],['Technology'],Product
Full Stack Developer,82,50,8,2,8,5,8,2,3,['Web Development'],['Technology'],Service
Full Stack Developer,77,78,8,3,8,5,9,1,2,"['Web Development', 'Cloud Computing', 'Mobile Development']",['Technology'],Startup
Full Stack Developer,91,77,8,3,9,5,7,2,3,['Cloud Computing'],['Technology'],Product
Full Stack Developer,80,72,6,2,8,4,8,2,2,"['Cloud Computing', 'Web Development']",['Technology'],Startup
Full Stack Developer,99,75,7,2,9,4,7,1,2,"['Mobile Development', 'Web Development']",['Technology'],Product
Full Stack Developer,97,57,9,2,9,6,9,2,2,['Cloud Computing'],['Technology'],Service
Full Stack Developer,99,60,7,3,8,7,8,1,4,"['Mobile Development', 'Cloud Computing']",['Technology'],Product
Full Stack Developer,75,71,6,1,9,4,9,1,2,['Web Development'],['Technology'],Startup
Full Stack Developer,89,61,6,1,8,6,8,2,4,"['Web Development', 'Cloud Computing', 'Mobile Development']",['Technology'],Service
Full Stack Developer,92,70,9,3,9,5,7,1,3,"['Web Development', 'Mobile Development']",['Technology'],Startup
Full Stack Developer,75,64,8,1,9,4,8,1,2,"['Web Development', 'Cloud Computing', 'Mobile Development']",['Technology'],Product
